FID,Shape *,OBJECTID_1,OBJECTID,OBJECTID_2,OBJECTID_3,FEATURE_ID,CEM_ECP,ECP_TAG,SOURCE,MAP_SRC,ECO_SEC,BECUNIT,SDEC_1,DEC1,SDEC_2,DEC2,SDEC_3,DEC3,BHC20_1,BHC20_2,BHC20_3,BHC33_1,BHC33_2,BHC33_3,SDEC1_AREA,SDEC2_AREA,SDEC3_AREA,Area_m
1064,Polygon,39692,396,0,0,0,80401,094A023_30452,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,25287.18152,0,0,25287.15666
1065,Polygon,39693,397,0,0,0,80402,094A023_30454,P,TEM,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,30610.51236,0,0,30610.5241
1066,Polygon,39694,398,0,0,0,80403,094A023_30455,P,TEM,PEL,BWBSmw1,7,AM:ap5,3,CB1,0, ,DYF,NVE, ,DYF-At,NVE, ,20791.09326,8910.46854,0,29701.55292
1067,Polygon,39695,399,0,0,0,80404,094A023_30457,P,TEM,PEL,BWBSmw1,6,WW2b,2,CB1,2,AM:4,DSG,NVE, ,DSG,NVE, ,13507.5079,4502.50263,4502.50263,19758.64444
1068,Polygon,39696,408,0,0,0,80413,094A023_15127,P,TEM,PEL,BWBSmw1,10,CB1,0, ,0, ,NVE, , ,NVE, , ,13892.36501,0,0,13892.3341
1069,Polygon,39698,417,0,0,0,80422,094A024_4669,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,173411.5864,0,0,10177.06644
1070,Polygon,39699,426,0,0,0,80431,094A023_30463,P,TEM,PEL,BWBSmw1,8,AM:ap4,2,AM:3,0, ,DYF, , ,DYF-At, , ,49691.52683,12422.88171,0,62114.41365
1071,Polygon,39700,427,0,0,0,80432,094A023_30464,P,TEM,PEL,BWBSmw1,6,WW2b,2,WW3a,2,AS3b,DSG,DSS,DSS,DSG,DSS,DSS,37849.99399,12616.66466,12616.66466,63083.33162
1072,Polygon,39701,428,0,0,0,80433,094A023_30466,P,TEM,PEL,BWBSmw1,10,Fm026,0, ,0, ,RMF, , ,RMF-Ac, , ,48917.70159,0,0,48917.72438
1073,Polygon,39702,429,0,0,0,80434,094A023_30467,P,TEM,PEL,BWBSmw1,5,AM:ap4,5,AM:3,0, ,DYF, , ,DYF-At, , ,5764.2089,5764.2089,0,11528.41461
1074,Polygon,39703,430,0,0,0,80435,094A023_37493,P,TEM,PEL,BWBSmw1,8,AM:ap5,2,WW3a,0, ,DYF,DSS, ,DYF-At,DSS, ,16397.10755,4099.27689,0,20496.38191
1075,Polygon,39704,431,0,0,0,80436,094A023_37498,P,TEM,PEL,BWBSmw1,8,AM:ap5,2,AM:3,0, ,DYF, , ,DYF-At, , ,35914.15638,8978.5391,0,44892.6736
1076,Polygon,39705,432,0,0,0,80437,094A023_30469,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,29051.65986,0,0,29051.66567
1077,Polygon,39706,433,0,0,0,80438,094A023_30470,P,TEM,PEL,BWBSmw1,10,SH6,0, ,0, ,CMF, , ,CMF-Sw, , ,169295.1739,0,0,169295.0736
1078,Polygon,39707,434,0,0,0,80439,094A023_15016,V,TEM,PEL,BWBSmw1,10,SH6,0, ,0, ,CMF, , ,CMF-Sw, , ,51973.88974,0,0,51973.88457
1079,Polygon,39708,435,0,0,0,80440,094A023_37502,P,TEM,PEL,BWBSmw1,4,CB1,4,WW2b,2,AS3,NVE,DSG,DSS,NVE,DSG,DSS,15473.49403,15473.49403,11605.12053,38683.75192
1080,Polygon,39709,436,0,0,0,80441,094A023_30475,P,TEM,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,18582.3503,0,0,55388.96974
1081,Polygon,39710,437,0,0,0,80442,094A023_15021,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,23904.72592,0,0,23904.74917
1082,Polygon,39711,438,0,0,0,80443,094A023_30480,P,TEM,PEL,BWBSmw1,8,SW6,2,CB1,0, ,CMF,NVE, ,CMF-Sw,NVE, ,86115.48768,21528.87192,0,107644.2953
1083,Polygon,39712,439,0,0,0,80444,094A023_30482,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,47327.50642,0,0,47327.52455
1084,Polygon,39714,462,0,0,0,80460,094A024_4556,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,28574.64896,0,0,28574.62807
1085,Polygon,39715,465,0,0,0,80463,094A023_3615,V,TEM,PEL,BWBSmw1,6,SH:ac7,4,AM:3,0, ,DMF, , ,DMF-Ac, , ,14087.23405,9391.48936,0,23478.73261
1086,Polygon,39716,468,0,0,0,80466,094A023_15061,V,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,38109.1776,0,0,38109.17089
1087,Polygon,39717,513,0,0,0,80494,094A024_4681,P,TEM,PEL,BWBSmw1,5,WW2,5,AS3,0, ,DSG,DSS, ,DSG,DSS, ,13953.63412,13953.63412,0,24051.05122
1088,Polygon,39719,525,0,0,0,80503,094A024_4562,P,TEM,PEL,BWBSmw1,6,WW2,2,CB1,2,AS3,DSG,NVE,DSS,DSG,NVE,DSS,37296.07715,12432.02571,12432.02571,59264.25088
1089,Polygon,39720,536,0,0,0,80514,094A024_4445,E,TEM,PEL,BWBSmw1,6,SH6,4,SC6,0, ,CMF,CMF, ,CMF-Sw,CMF-Sw, ,45496.81916,30331.21277,0,75828.05755
1090,Polygon,39721,541,0,0,0,80519,094A024_4432,P,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,183744.1475,0,0,43547.20153
1091,Polygon,39722,552,0,0,0,80530,094A023_37501,P,TEM,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,31787.76083,0,0,31787.76233
1092,Polygon,39723,597,0,0,0,80570,094A024_37676,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,23934.42621,0,0,23934.43259
1093,Polygon,39724,603,0,0,0,80576,094A024_15249,P,TEM,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,7804.03258,0,0,7804.04222
1094,Polygon,39725,612,0,0,0,80585,094A024_15230,P,TEM,PEL,BWBSmw1,8,CB1,2,WW2b,0, ,NVE,DSG, ,NVE,DSG, ,17025.0033,4256.25082,0,21281.23846
1095,Polygon,39726,616,0,0,0,80589,094A024_15219,P,TEM,PEL,BWBSmw1,5,WW2,5,CB1,0, ,DSG,NVE, ,DSG,NVE, ,13006.46439,13006.46439,0,26012.9774
1096,Polygon,39727,623,0,0,0,80596,094A024_15229,P,TEM,PEL,BWBSmw1,10,SH:ac5,0, ,0, ,DYF, , ,DYF-Ac, , ,6595.05123,0,0,6595.056945
1097,Polygon,39728,626,0,0,0,80599,094A024_15190,P,TEM,PEL,BWBSmw1,5,Fm023,4,GB1,1,RI,RSH,NVE,WAT,RSH-Ac,NVE,WAT,15419.69598,12335.75678,3083.9392,30839.3932
1098,Polygon,39729,629,0,0,0,80602,094A024_15206,P,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,28688.28316,0,0,28688.27261
1099,Polygon,39730,631,0,0,0,80604,094A024_15179,P,TEM,PEL,BWBSmw1,10,AM6,0, ,0, ,CMF, , ,CMF-Sw, , ,162980.1682,0,0,162980.2317
1100,Polygon,39731,634,0,0,0,80607,094A024_15213,P,TEM,PEL,BWBSmw1,10,SH6,0, ,0, ,CMF, , ,CMF-Sw, , ,6177.36735,0,0,6177.361897
1101,Polygon,39732,638,0,0,0,80611,094A024_15199,P,TEM,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,14172.32021,0,0,14172.3605
1102,Polygon,39733,639,0,0,0,80612,094A024_15203,P,TEM,PEL,BWBSmw1,10,WH3,0, ,0, ,WRI, , ,WRI, , ,7602.33911,0,0,7602.344051
1103,Polygon,39734,646,0,0,0,80619,094A024_15189,P,TEM,PEL,BWBSmw1,10,SH:ac5,0, ,0, ,DYF, , ,DYF-Ac, , ,12373.30874,0,0,12373.31304
1104,Polygon,39735,658,0,0,0,80625,094A024_15173,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,32225.76194,0,0,32225.80252
1105,Polygon,39736,691,0,0,0,80655,094A024_3986,P,TEM,PEL,BWBSmw1,10,SW6,0, ,0, ,CMF, , ,CMF-Sw, , ,31155.65024,0,0,31155.63681
1106,Polygon,39737,694,0,0,0,80658,094A023_15029,P,TEM,PEL,BWBSmw1,7,SW:as5,3,CB1,0, ,DYF,NVE, ,DYF-At,NVE, ,32820.64209,14065.98947,0,46886.66618
1107,Polygon,39738,699,0,0,0,80663,094A023_15028,V,TEM,PEL,BWBSmw1,10,Fm025,0, ,0, ,RYF, , ,RYF-Ac, , ,15858.76965,0,0,15858.75464
1108,Polygon,39739,700,0,0,0,80664,094A023_15032,V,TEM,PEL,BWBSmw1,10,Fm023,0, ,0, ,RSH, , ,RSH-Ac, , ,2538.47137,0,0,2538.468821
1109,Polygon,39740,701,0,0,0,80665,094A023_37650,V,TEM,PEL,BWBSmw1,10,SH6,0, ,0, ,CMF, , ,CMF-Sw, , ,85125.47768,0,0,85125.43772
1110,Polygon,39741,702,0,0,0,80666,094A023_3846,V,TEM,PEL,BWBSmw1,4,AM:ap5,3,AM:3,3,Fm026,DYF, ,RMF,DYF-At, ,RMF-Ac,17840.95165,13380.71374,13380.71374,44602.42628
1111,Polygon,39742,703,0,0,0,80667,094A023_3895,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,35220.02873,0,0,35220.03805
1112,Polygon,39743,706,0,0,0,80670,094A023_3769,V,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,45881.57108,0,0,45881.55713
1113,Polygon,39744,727,0,0,0,80691,094A024_4646,V,TEM,PEL,BWBSmw1,8,WW2,2,WW3a,0, ,DSG,DSS, ,DSG,DSS, ,27095.11161,6773.7779,0,33868.87694
1114,Polygon,39745,872,0,0,0,80834,094A024_4672,P,TEM,PEL,BWBSmw1,5,WW2,3,CB1,2,AS3,DSG,NVE,DSS,DSG,NVE,DSS,18552.5,11131.5,7421,36134.22641
1115,Polygon,39746,874,0,0,0,80836,094A024_4660,P,TEM,PEL,BWBSmw1,4,AS3b,3,SW:4,3,AM:5,DSS, , ,DSS, , ,32072.27711,24054.20783,24054.20783,57230.35831
1116,Polygon,39747,1894,0,0,0,81853,094A023_15022,G,TEM,PEL,BWBSmw1,10,Fm024,0, ,0, ,RYF, , ,RYF-Ac, , ,20202.75229,0,0,20202.76429
1117,Polygon,39748,1898,0,0,0,81857,094A023_3901,P,TEM,PEL,BWBSmw1,10,SW:as3,0, ,0, ,DSH, , ,DSH-At, , ,30246.38,0,0,30246.34868
1118,Polygon,39749,1902,0,0,0,81861,094A023_3819,G,TEM,PEL,BWBSmw1,10,Fm025,0, ,0, ,RYF, , ,RYF-Ac, , ,84405.5226,0,0,84405.53779
1119,Polygon,39750,2479,0,0,0,82456,094A023_3388,P,TEM,PEL,BWBSmw1,10,SW:as3,0, ,0, ,DSH, , ,DSH-At, , ,20790.98283,0,0,20790.98614
1120,Polygon,39751,2482,0,0,0,82459,094A023_3346,P,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,64856.6869,0,0,61871.57087
1121,Polygon,39752,2483,0,0,0,82460,094A023_3286,V,TEM,PEL,BWBSmw1,10,SW5,0, ,0, ,CYF, , ,CYF-Sw, , ,174214.4807,0,0,174214.5026
1122,Polygon,39753,2808,0,0,0,82776,094A013_3159,V,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,32110.40299,0,0,32110.37879
1123,Polygon,39754,2809,0,0,0,82777,094A013_3199,P,TEM,PEL,BWBSmw1,10,Fm023,0, ,0, ,RSH, , ,RSH-Ac, , ,45279.05087,0,0,45279.03211
1124,Polygon,39755,2953,0,0,0,82909,094A013_3125,V,TEM,PEL,BWBSmw1,8,WW2,2,AS3,0, ,DSG,DSS, ,DSG,DSS, ,63844.54003,15961.13501,0,79805.71596
1125,Polygon,39756,2958,0,0,0,82914,094A013_4841,P,TEM,PEL,BWBSmw1,10,SW4,0, ,0, ,CYF, , ,CYF-Sw, , ,19731.10785,0,0,19731.09005
1126,Polygon,39757,2960,0,0,0,82916,094A013_3110,G,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,49967.13094,0,0,49967.13828
1127,Polygon,39760,859,0,0,0,80821,094A024_4599,P,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,309636.3938,0,0,15074.67823
1128,Polygon,39762,894,0,0,0,80853,094A024_4551,E,TEM,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,128794.4517,0,0,56999.57584
1129,Polygon,39764,902,0,0,0,80861,094A024_4640,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,22862.8219,0,0,22862.83789
1130,Polygon,39765,903,0,0,0,80862,094A024_4536,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,134879.0181,0,0,115794.0218
1131,Polygon,39766,908,0,0,0,80867,094A023_3606,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,7544.60973,0,0,7544.61291
1132,Polygon,39767,919,0,0,0,80878,094A023_15126,P,TEM,PEL,BWBSmw1,10,WH3,0, ,0, ,WRI, , ,WRI, , ,23301.5419,0,0,23301.54075
1133,Polygon,39768,923,0,0,0,80882,094A024_4071,V,TEM,PEL,BWBSmw1,6,Fm026,4,SH6,0, ,RMF,CMF, ,RMF-Ac,CMF-Sw, ,377397.0672,251598.0448,0,628995.0768
1134,Polygon,39769,926,0,0,0,80885,094A023_4306,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,94733.63002,0,0,3558.360523
1135,Polygon,39770,930,0,0,0,80886,094A024_3889,V,TEM,PEL,BWBSmw1,6,AM6,4,AM:5,0, ,CMF, , ,CMF-Sw, , ,185316.5787,123544.3858,0,308860.9486
1136,Polygon,39771,938,0,0,0,80894,094A024_4630,V,TEM,PEL,BWBSmw1,10,CB1,0, ,0, ,NVE, , ,NVE, , ,13035.39586,0,0,13035.41296
1137,Polygon,39772,939,0,0,0,80895,094A024_4591,P,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,32989.0049,0,0,24334.89374
1138,Polygon,39775,942,0,0,0,80898,094A024_4611,P,TEM,PEL,BWBSmw1,4,WW2,4,AS3,2,CB1,DSG,DSS,NVE,DSG,DSS,NVE,13781.22253,13781.22253,6890.61127,30646.88793
1139,Polygon,39776,947,0,0,0,80903,094A024_4607,P,TEM,PEL,BWBSmw1,5,AS3,5,WW2b,0, ,DSS,DSG, ,DSS,DSG, ,17997.07308,17997.07308,0,35994.13613
1140,Polygon,39778,964,0,0,0,80920,094A024_4605,P,TEM,PEL,BWBSmw1,5,WW2,3,CB1,2,AS3,DSG,NVE,DSS,DSG,NVE,DSS,8562.76551,5137.6593,3425.1062,13221.66125
1141,Polygon,39779,967,0,0,0,80923,094A024_4580,P,TEM,PEL,BWBSmw1,10,SW:as3,0, ,0, ,DSH, , ,DSH-At, , ,21705.81199,0,0,21705.81996
1142,Polygon,39782,1057,0,0,0,80939,094A023_4013,V,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,42777.71151,0,0,42777.72549
1143,Polygon,39783,1058,0,0,0,80940,094A024_9025,V,TEM,PEL,BWBSmw1,6,WH2,4,Fm023,0, ,WRI,RSH, ,WRI,RSH-Ac, ,154895.3386,103263.5591,0,258158.9137
1144,Polygon,39784,1059,0,0,0,80941,094A023_3903,V,TEM,PEL,BWBSmw1,8,CF2,2,RZ,0, ,CUL,ANT, ,CUL,ANT, ,27160.81544,6790.20386,0,33951.03876
1145,Polygon,39785,1096,0,0,0,80942,094A023_15018,E,TEM,PEL,BWBSmw1,10,Fm023a,0, ,0, ,RSH, , ,RSH-Ac, , ,270093.5894,0,0,270093.6835
1146,Polygon,39786,1097,0,0,0,80943,094A024_4520,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,15576.34032,0,0,15576.33457
1147,Polygon,39788,1306,0,0,0,80948,094A023_15125,P,TEM,PEL,BWBSmw1,10,WH3,0, ,0, ,WRI, , ,WRI, , ,43358.97732,0,0,43359.02409
1148,Polygon,39789,1310,0,0,0,80952,094A024_4420,P,TEM,PEL,BWBSmw1,8,AM:ap5,2,CF2,0, ,DYF,CUL, ,DYF-At,CUL, ,12126.45096,3031.61274,0,15158.0686
1149,Polygon,39790,1446,0,0,0,80956,094A023_15113,P,TEM,PEL,BWBSmw1,10,Fm023,0, ,0, ,RSH, , ,RSH-Ac, , ,11379.6885,0,0,11379.69558
1150,Polygon,39791,982,0,0,0,80959,094A024_4577,P,TEM,PEL,BWBSmw1,10,CB1,0, ,0, ,NVE, , ,NVE, , ,14948.36794,0,0,14948.37017
1151,Polygon,39794,1003,0,0,0,80980,094A024_4548,P,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,22875.9174,0,0,22875.92788
1152,Polygon,39795,1032,0,0,0,81006,094A024_4315,V,TEM,PEL,BWBSmw1,6,AM:ap4,4,CF2,0, ,DYF,CUL, ,DYF-At,CUL, ,904742.586,603161.724,0,14818.03299
1153,Polygon,39798,1050,0,0,0,81024,094A024_4089,P,TEM,PEL,BWBSmw1,10,Fm023,0, ,0, ,RSH, , ,RSH-Ac, , ,68943.66135,0,0,68943.68351
1154,Polygon,39799,1060,0,0,0,81031,094A023_15045,P,TEM,PEL,BWBSmw1,10,SW5,0, ,0, ,CYF, , ,CYF-Sw, , ,101039.0779,0,0,101039.0793
1155,Polygon,39800,1061,0,0,0,81032,094A024_3957,V,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,16229.22896,0,0,16229.22669
1156,Polygon,39801,1062,0,0,0,81033,094A024_3940,V,TEM,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,50873.75319,0,0,49773.80565
1157,Polygon,39802,1068,0,0,0,81039,094A024_4459,P,TEM,PEL,BWBSmw1,5,SW:as4,5,SW:4,0, ,DYF, , ,DYF-At, , ,35308.67107,35308.67107,0,70617.36727
1158,Polygon,39810,1087,0,0,0,81058,094A024_4362,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,12391.76369,0,0,12391.76091
1159,Polygon,39811,1090,0,0,0,81061,094A023_4183,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,13355.08149,0,0,13355.07656
1160,Polygon,39812,1091,0,0,0,81062,094A023_4124,P,TEM,PEL,BWBSmw1,5,AS3,3,WW2b,2,AM:4,DSS,DSG, ,DSS,DSG, ,67672.7467,40603.64802,27069.09868,135345.471
1161,Polygon,39813,1092,0,0,0,81063,094A024_4040,V,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,43478.80693,0,0,43478.83196
1162,Polygon,39814,1093,0,0,0,81064,094A023_15059,P,TEM,PEL,BWBSmw1,10,SH:ac5,0, ,0, ,DYF, , ,DYF-Ac, , ,56194.03913,0,0,56194.03583
1163,Polygon,39815,1104,0,0,0,81072,094A024_4521,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,11474.4507,0,0,11474.46227
1164,Polygon,39816,1109,0,0,0,81077,094A024_4467,P,TEM,PEL,BWBSmw1,7,WW2,3,AS3,0, ,DSG,DSS, ,DSG,DSS, ,54399.70286,23314.15837,0,77713.86072
1165,Polygon,39817,1138,0,0,0,81106,094A024_4436,V,TEM,PEL,BWBSmw1,8,CF2,2,RZ,0, ,CUL,ANT, ,CUL,ANT, ,74492.67472,18623.16868,0,93115.833
1166,Polygon,39818,1143,0,0,0,81111,094A024_4472,V,TEM,PEL,BWBSmw1,8,CF2,2,AM:3,0, ,CUL, , ,CUL, , ,104353.7473,26088.43684,0,11999.59196
1167,Polygon,39819,1181,0,0,0,81149,094A024_4403,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,98521.98833,0,0,98521.95196
1168,Polygon,39820,1185,0,0,0,81153,094A023_15135,P,TEM,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,11703.90576,0,0,11703.90669
1169,Polygon,39821,1186,0,0,0,81154,094A023_15137,P,TEM,PEL,BWBSmw1,7,CB1,3,WW2b,0, ,NVE,DSG, ,NVE,DSG, ,35743.13824,15318.48782,0,52763.90954
1170,Polygon,39822,1188,0,0,0,81156,094A024_4412,P,TEM,PEL,BWBSmw1,8,WW3a,2,WW2b,0, ,DSS,DSG, ,DSS,DSG, ,14566.8363,3641.70908,0,18208.53709
1171,Polygon,39823,1191,0,0,0,81159,094A023_4283,G,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,109130.4296,0,0,10264.03975
1172,Polygon,39824,1193,0,0,0,81161,094A024_4351,V,TEM,PEL,BWBSmw1,8,WW2,2,AS3,0, ,DSG,DSS, ,DSG,DSS, ,13846.35705,3461.58926,0,17307.91415
1173,Polygon,39825,1194,0,0,0,81162,094A023_15072,V,TEM,PEL,BWBSmw1,10,SH6,0, ,0, ,CMF, , ,CMF-Sw, , ,105318.2992,0,0,105318.3025
1174,Polygon,39826,1203,0,0,0,81171,094A023_4070,V,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,211636.0773,0,0,211636.0818
1175,Polygon,39827,1205,0,0,0,81173,094A023_4192,P,TEM,PEL,BWBSmw1,10,CB1,0, ,0, ,NVE, , ,NVE, , ,10757.97057,0,0,10757.9635
1176,Polygon,39828,1206,0,0,0,81174,094A023_15066,P,TEM,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,33901.69983,0,0,33901.68643
1177,Polygon,39829,1212,0,0,0,81180,094A023_15033,V,TEM,PEL,BWBSmw1,10,AM6,0, ,0, ,CMF, , ,CMF-Sw, , ,32622.28348,0,0,32622.27974
1178,Polygon,39830,1215,0,0,0,81183,094A023_9010,P,TEM,PEL,BWBSmw1,6,WW2,2,AS3,2,CB1,DSG,DSS,NVE,DSG,DSS,NVE,38659.28058,12886.42686,12886.42686,63778.85241
1179,Polygon,39831,1216,0,0,0,81184,094A024_3857,V,TEM,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,174135.7392,0,0,174135.7967
1180,Polygon,39832,1221,0,0,0,81189,094A024_4239,V,TEM,PEL,BWBSmw1,6,Fm023,4,WH2,0, ,RSH,WRI, ,RSH-Ac,WRI, ,22302.41053,14868.27369,0,37170.71445
1181,Polygon,39833,1222,0,0,0,81190,094A023_15090,P,TEM,PEL,BWBSmw1,10,CB1,0, ,0, ,NVE, , ,NVE, , ,9690.49408,0,0,9690.499569
1182,Polygon,39834,1223,0,0,0,81191,094A024_4103,V,TEM,PEL,BWBSmw1,10,Fm025,0, ,0, ,RYF, , ,RYF-Ac, , ,144870.1893,0,0,144870.1719
1183,Polygon,39835,1224,0,0,0,81192,094A024_4164,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,9464.57692,0,0,9464.579672
1184,Polygon,39836,1226,0,0,0,81194,094A023_15060,P,TEM,PEL,BWBSmw1,10,SH:ac6,0, ,0, ,DMF, , ,DMF-Ac, , ,13435.28861,0,0,13435.29439
1185,Polygon,39837,1228,0,0,0,81196,094A024_3994,V,TEM,PEL,BWBSmw1,10,SW6,0, ,0, ,CMF, , ,CMF-Sw, , ,33620.80358,0,0,33620.81384
1186,Polygon,39838,1229,0,0,0,81197,094A023_4069,V,TEM,PEL,BWBSmw1,7,WW2,3,CB1,0, ,DSG,NVE, ,DSG,NVE, ,19697.19877,8441.65662,0,28138.86976
1187,Polygon,39839,1230,0,0,0,81198,094A024_3881,V,TEM,PEL,BWBSmw1,8,SO6,2,CB1,0, ,CMF,NVE, ,CMF-Sw,NVE, ,179438.6847,44859.67117,0,224298.2039
1188,Polygon,39840,1241,0,0,0,81209,094A023_15130,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,45987.69377,0,0,45987.68955
1189,Polygon,39841,1242,0,0,0,81210,094A023_15139,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,6255.09471,0,0,6255.105671
1190,Polygon,39842,1248,0,0,0,81216,094A024_4390,P,TEM,PEL,BWBSmw1,5,CB1,5,WW2b,0, ,NVE,DSG, ,NVE,DSG, ,23411.70407,23411.70407,0,46823.41094
1191,Polygon,39843,1250,0,0,0,81218,094A024_4419,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,56439.81943,0,0,56439.82786
1192,Polygon,39844,1251,0,0,0,81219,094A024_4448,P,TEM,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,21613.99691,0,0,15848.11644
1193,Polygon,39845,1252,0,0,0,81220,094A024_4461,P,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,48828.48611,0,0,31876.28978
1194,Polygon,39847,1258,0,0,0,81226,094A024_4429,P,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,18176.76338,0,0,18176.76364
1195,Polygon,39848,1261,0,0,0,81229,094A024_4453,P,TEM,PEL,BWBSmw1,8,CF2,2,AS3,0, ,CUL,DSS, ,CUL,DSS, ,14018.87696,3504.71924,0,17523.61192
1196,Polygon,39849,1262,0,0,0,81230,094A023_37651,V,TEM,PEL,BWBSmw1,10,SH6,0, ,0, ,CMF, , ,CMF-Sw, , ,39293.76592,0,0,39293.75844
1197,Polygon,39850,1264,0,0,0,81232,094A024_4389,V,TEM,PEL,BWBSmw1,8,WW2,2,CB1,0, ,DSG,NVE, ,DSG,NVE, ,97472.2406,24368.06015,0,120585.6928
1198,Polygon,39851,1270,0,0,0,81235,094A024_4464,P,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,21233.82581,0,0,19017.07173
1199,Polygon,39852,1272,0,0,0,81237,094A023_15002,V,TEM,PEL,BWBSmw1,5,RI,3,GB1,2,Fm023,WAT,NVE,RSH,WAT,NVE,RSH-Ac,745391.1018,596312.8814,149078.2204,1490782.33
1200,Polygon,39853,1273,0,0,0,81238,094A024_4451,P,TEM,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,24215.25425,0,0,24215.24695
1201,Polygon,39854,1274,0,0,0,81239,094A024_4444,P,TEM,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,12882.13946,0,0,12882.14956
1202,Polygon,39855,1276,0,0,0,81241,094A024_4411,P,TEM,PEL,BWBSmw1,10,AS3b,0, ,0, ,DSS, , ,DSS, , ,45318.72801,0,0,44793.23377
