ID,Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
47,Spatula clypeata,Anas clypeata,Northern Shoveler,,B-NOSL,ABNJB10150,G5,2016-4-6 0:00:00,S5B,S5N,2015-3-5 0:00:00,2005-11-29 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Anseriformes,Anatidae,,,,,,Estuary;Bog;Fen;Swamp;Marsh;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Urban/Suburban,Native,Regularly occurring,Y,,N,N,
48,Spatula cyanoptera,Anas cyanoptera,Cinnamon Teal,,B-CITE,ABNJB10140,G5,2016-4-6 0:00:00,S4B,2015-3-5 0:00:00,2005-11-29 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Anseriformes,Anatidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DHW;DKA;DKL;DMH;DOS;DQU;DRM;DSC;DSI,1;2;3;4;5;8,EKRD;MVRD;CRD;CVRD;RDN;CXRD;PWRD;CKRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;FFRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS,Estuary;Bog;Fen;Swamp;Marsh;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Intertidal Marine;Subtidal Marine;Riparian Herbaceous,Native,Regularly occurring,Y,,N,N,
49,Spatula discors,Anas discors,Blue-winged Teal,,B-BWTE,ABNJB10130,G5,2016-4-6 0:00:00,S4S5B,2015-3-5 0:00:00,2009-1-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Anseriformes,Anatidae,,,,,,Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Pond/Open Water;Riparian Herbaceous;Gravel Bar;Alpine/Subalpine Meadow;Alpine Grassland,Native,Regularly occurring,Y,,N,N,
50,Spatula querquedula,Anas querquedula,Garganey,,B-GARG,ABNJB10120,G5,1996-11-21 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Anseriformes,Anatidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
51,Callipepla californica,,California Quail,,B-CAQU,ABNLC23040,G5,2016-4-7 0:00:00,SNA,2015-3-5 0:00:00,,,,Exotic,,,,,,,,,7 - Exotic (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Odontophoridae,,,,,,Riparian Forest;Riparian Shrub;Pasture/Old Field;Cultivated Field;Hedgerow;Shrub - Natural;Sagebrush Steppe;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Urban/Suburban,Exotic,Regularly occurring,N,,N,N,
52,Alectoris chukar,,Chukar,,B-CHUK,ABNLC03010,G5,2016-4-6 0:00:00,SNA,2015-3-5 0:00:00,,,,Exotic,,,,,,,,,7 - Exotic (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,,,,,,Cliff;Rock/Sparsely Vegetated Rock;Talus;Meadow;Grassland;Sagebrush Steppe;Antelope-brush Steppe,Exotic,Regularly occurring,N,,N,N,
53,Bonasa umbellus,,Ruffed Grouse,,B-RUGR,ABNLC11010,G5,2016-4-6 0:00:00,S5,2015-3-5 0:00:00,2015-4-21 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS;SWB,Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban,Native,Regularly occurring,Y,,N,N,
54,Centrocercus urophasianus,,Greater Sage-Grouse,,B-GSGR,ABNLC12010,G3G4,2016-4-7 0:00:00,SX,2015-3-5 0:00:00,1996-6-1 0:00:00,XT (Mar 2008),Phaios subspecies,Red,,,,,,,1-XT (Jun 2003),Ssp. phaios only.,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,,,,,BG,Grassland;Sagebrush Steppe;Antelope-brush Steppe,Native,Regularly occurring,Y,,N,Y,
55,Dendragapus fuliginosus,Dendragapus obscurus,Sooty Grouse,Blue Grouse,B-SOGR,ABNLC09030,G5,2016-4-7 0:00:00,S4,2015-3-5 0:00:00,2015-4-21 0:00:00,,,Yellow,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,DCK;DCR;DCS;DKM;DNC;DNI;DQC;DSC;DSI;DSQ;DSS_C,1;2;5;6,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;CCRD;SQCRD;KSRD;SKRD;FVRD,,CDF;CMA;CWH;MH,Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Shrub - Natural;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Krummholtz;Shrub - Logged,Native,Regularly occurring,Y,,N,N,
56,Dendragapus obscurus,,Dusky Grouse,Blue Grouse,B-DUGR,ABNLC09020,G5,2016-4-7 0:00:00,S4,2015-3-5 0:00:00,2007-1-15 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,DAB;DCC;DCH;DCK;DCO;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DND;DOS;DPC;DPG;DQU;DRM;DSQ;DSS_B;DSS_C;DVA,2;3;4;5;6;7;8;9,EKRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BAFA;BG;BWBS;ESSF;ICH;IDF;IMA;MS;PP;SBPS;SBS;SWB,Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Tundra;Meadow;Grassland;Shrub - Natural;Sagebrush Steppe;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/conife,Native,Regularly occurring,Y,,N,N,
57,Falcipennis canadensis,,Spruce Grouse,,B-SPGR,ABNLC09010,G5,2016-4-7 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,,,,,,Riparian Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet,Native,Regularly occurring,Y,,N,N,
58,Lagopus lagopus,,Willow Ptarmigan,,B-WIPT,ABNLC10010,G5,2016-4-8 0:00:00,S4S5,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,,,,,,Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Stream/River;Lake;Tundra;Meadow;Grassland;Shrub - Natural;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Krummholtz;Alpine/Subalpine Meadow;Alpine Grassland,Native,Regularly occurring,Y,,N,N,
59,Lagopus leucura,Lagopus leucurus,White-tailed Ptarmigan,,B-WTPT,ABNLC10030,G5,2016-4-8 0:00:00,S5?,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,DCR;DNI;DSI,1,CVRD;RDN;ACRD;CXRD;STRD;MWRD,,CMA;MH,Bog;Fen;Swamp;Marsh;Stream/River;Lake;Cliff;Rock/Sparsely Vegetated Rock;Talus;Tundra;Avalanche Track;Meadow;Grassland;Shrub - Natural;Krummholtz;Alpine/Subalpine Meadow;Alpine Grassland,Native,Regularly occurring,Y,,N,N,
60,Lagopus leucura saxatilis,Lagopus leucurus saxatilis,White-tailed Ptarmigan, saxatilis subspecies,,B-WTPT-SA,ABNLC10035,G5T3,2016-4-9 0:00:00,S3S4,2018-3-30 0:00:00,2018-3-30 0:00:00,,,Blue,Y (Jun 2006),,,,,,,,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Galliformes,Phasianidae,DCR;DNI;DSI,1,CVRD;RDN;ACRD;STRD;MWRD,,CMA;MH,Riparian Shrub;Lake;Rock/Sparsely Vegetated Rock;Talus;Tundra;Avalanche Track;Meadow;Shrub - Natural;Conifer Forest - Moist/wet;Krummholtz;Pond/Open Water;Riparian Herbaceous;Alpine/Subalpine Meadow,Native,Regularly occurring,Y,,Y,Y,
61,Lagopus muta,Lagopus mutus,Rock Ptarmigan,,B-ROPT,ABNLC10020,G5,2016-4-9 0:00:00,S4S5,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,,,,,,Riparian Shrub;Stream/River;Cliff;Rock/Sparsely Vegetated Rock;Talus;Tundra;Meadow;Shrub - Natural;Riparian Herbaceous;Gravel Bar;Alpine/Subalpine Meadow,Native,Regularly occurring,Y,,N,N,
62,Meleagris gallopavo,,Wild Turkey,,B-WITU,ABNLC14010,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,,,Exotic,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,,,,,,Pasture/Old Field;Cultivated Field;Hedgerow;Conifer Forest - Mesic (average);Conifer Forest - Dry,Exotic,Regularly occurring,N,,N,N,
63,Perdix perdix,,Gray Partridge,,B-GRPA,ABNLC01010,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,,,Exotic,,,,,,,,,7 - Exotic (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,,,,,,Pasture/Old Field;Cultivated Field;Hedgerow;Sagebrush Steppe,Exotic,Regularly occurring,N,,N,N,
64,Phasianus colchicus,,Ring-necked Pheasant,,B-RNPH,ABNLC07010,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,,,Exotic,,,,,,,,,7 - Exotic (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,,,,,,Bog;Fen;Swamp;Marsh;Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban,Exotic,Regularly occurring,N,,N,N,
65,Tympanuchus phasianellus,,Sharp-tailed Grouse,,B-STGR,ABNLC13030,G5,2016-4-10 0:00:00,S4,2015-3-5 0:00:00,,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Galliformes,Phasianidae,DCC;DCH;DCS;DFN;DKA;DMH;DND;DPC;DPG;DQU;DSS_B;DSS_C;DVA,3;5;6;7;9,SLRD;TNRD;CBRD;BNRD;FFRD;PRRD;SKRD;NRRD,,BG;BWBS;IDF;MS;PP;SBPS;SBS,Bog;Fen;Swamp;Marsh;Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Sagebrush Steppe;Deciduous/Broadleaf Forest;Conifer Forest - Dry,Native,Regularly occurring,Y,,N,N,
66,Tympanuchus phasianellus columbianus,,Sharp-tailed Grouse, columbianus subspecies,,B-STGR-CO,ABNLC13033,G5T3,2016-4-10 0:00:00,S2S3,2005-11-29 0:00:00,2000-10-12 0:00:00,,,Blue,Y (Jun 2006),,,,,,,,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Galliformes,Phasianidae,DCC;DCH;DCS;DKA;DMH;DPG;DQU;DRM;DVA,3;4;5;7,TNRD;CSRD;CBRD;FFRD,,BG;IDF;PP;SBPS;SBS,Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Sagebrush Steppe;Deciduous/Broadleaf Forest;Conifer Forest - Dry,Native,Regularly occurring,Y,,N,Y,
67,Aechmophorus clarkii,,Clark's Grebe,,B-CLGR,ABNCA04020,G5,2016-4-6 0:00:00,S1B,2015-3-5 0:00:00,2009-1-10 0:00:00,,,Red,,,,,,Y,,,2 - May be at risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Podicipediformes,Podicipedidae,DOS,3,CSRD,,,Estuary;Marsh;Lake;Subtidal Marine;Pond/Open Water;Sheltered Waters - Marine,Native,Regularly occurring,Y,,N,Y,
68,Aechmophorus occidentalis,,Western Grebe,,B-WEGR,ABNCA04010,G5,2016-4-6 0:00:00,S1B,S2N,2015-3-5 0:00:00,2005-11-29 0:00:00,SC (May 2014),,Red,,,,,,Y,1-SC (Nov 2017),,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Podicipediformes,Podicipedidae,DCO;DKL;DOS,3;4;8,CKRD;NORD;CSRD,,BG;BWBS;CDF;CWH;ICH;IDF;MS;PP;SBPS;SBS,Estuary;Marsh;Lake;Subtidal Marine;Pond/Open Water;Sheltered Waters - Marine,Native,Regularly occurring,Y,,N,Y,
69,Podiceps auritus,,Horned Grebe,,B-HOGR,ABNCA03010,G5,2016-4-9 0:00:00,S4B, SNRN,2015-3-5 0:00:00,2005-11-29 0:00:00,SC (Apr 2009),,Yellow,,,,,,Y,1-SC,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Podicipediformes,Podicipedidae,,,,,,Estuary;Swamp;Marsh;Lake;Pond/Open Water;Sheltered Waters - Marine,Native,Regularly occurring,Y,,N,N,
70,Podiceps grisegena,,Red-necked Grebe,,B-RNGR,ABNCA03020,G5,2016-4-9 0:00:00,S5?B,2015-3-5 0:00:00,2015-4-23 0:00:00,NAR (May 1982),,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Podicipediformes,Podicipedidae,,,,,,,Native,Regularly occurring,Y,,N,N,
71,Podiceps nigricollis,,Eared Grebe,,B-EAGR,ABNCA03030,G5,2016-4-9 0:00:00,S3B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Blue,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Podicipediformes,Podicipedidae,DAB;DCC;DCH;DCO;DCS;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DND;DOS;DPC;DPG;DQU;DRM;DSS_B;DVA,3;4;5;6;7;8;9,EKRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;KSRD;KBRD;BNRD;FFRD;PRRD,,BAFA;BG;BWBS;CMA;CWH;ESSF;ICH;IDF;IMA;MH;MS;PP;SBPS;SBS,Estuary;Bog;Fen;Swamp;Marsh;Lake;Sheltered Waters - Marine,Native,Regularly occurring,Y,,N,Y,
72,Podilymbus podiceps,,Pied-billed Grebe,,B-PBGR,ABNCA02010,G5,2016-4-9 0:00:00,S4,2015-3-5 0:00:00,2009-1-27 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Podicipediformes,Podicipedidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DKA;DKL;DMH;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;KBRD;BNRD;FFRD;PRRD;NRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS,Estuary;Marsh;Stream/River;Lake;Pond/Open Water;Sheltered Waters - Marine,Native,Regularly occurring,Y,,N,N,
73,Columba livia,,Rock Pigeon,Rock Dove,B-ROPI,ABNPB01010,G5,2016-4-7 0:00:00,SNA,2015-3-5 0:00:00,,,,Exotic,,,,,,,,,7 - Exotic (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Columbiformes,Columbidae,,,,,,,Exotic,Regularly occurring,N,,N,N,
74,Ectopistes migratorius,,Passenger Pigeon,,B-PAPI,ABNPB05010,GX,2016-4-7 0:00:00,SX,2015-3-5 0:00:00,,XX (May 2000),,Extinct,,,,,,Y,,,.1 - Extirpated (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Columbiformes,Columbidae,,,,,,,Native,Regularly occurring,Y,,N,N,
75,Patagioenas fasciata,Columba fasciata,Band-tailed Pigeon,,B-BTPI,ABNPB01080,G4,2016-4-9 0:00:00,S3S4,2015-3-5 0:00:00,2000-10-6 0:00:00,SC (Nov 2008),,Blue,,,,,Y,Y,1-SC (Feb 2011),,3 - Sensitive (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Columbiformes,Columbidae,DCK;DCR;DCS;DKM;DNC;DNI;DSC;DSI;DSQ,1;2;3;6,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;TNRD;MWRD;CCRD;SQCRD;KSRD;FVRD,,CDF;CWH;ICH;IDF;MS;SBS,Riparian Forest;Pasture/Old Field;Cultivated Field;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Hot Spring;Urban/Suburban;Warm Spring;Cold Spring,Native,Regularly occurring,Y,,N,W,No occurrences mapped.
76,Streptopelia decaocto,,Eurasian Collared-Dove,,B-ECDO,ABNPB02030,G5,2016-4-10 0:00:00,SNA,2009-1-10 0:00:00,2005-6-6 0:00:00,,,Exotic,,,,,,Y,,,7 - Exotic (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Columbiformes,Columbidae,,,,,,,Exotic,Regularly occurring,N,,N,N,
77,Streptopelia orientalis,,Oriental Turtle-Dove,,B-OTDO,ABNPB02040,G4,1996-11-27 0:00:00,SNA,2015-3-5 0:00:00,2000-12-5 0:00:00,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Columbiformes,Columbidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
78,Zenaida asiatica,,White-winged Dove,,B-WWDO,ABNPB04010,G5,2002-10-8 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Columbiformes,Columbidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
79,Zenaida macroura,,Mourning Dove,,B-MODO,ABNPB04040,G5,2016-4-10 0:00:00,S4?B,2015-3-5 0:00:00,2015-4-24 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Columbiformes,Columbidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DHW;DKA;DKL;DKM;DMH;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;CXRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;KSRD;KBRD;BNRD;FFRD;PRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS;SWB,Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Deciduous/Broadleaf Forest;Conifer Forest - Dry;Mixed Forest (deciduous/coniferous mix);Urban/Suburban,Native,Regularly occurring,Y,,N,N,
80,Coccyzus americanus,,Yellow-billed Cuckoo,,B-YBCU,ABNRB02020,G5,2016-4-7 0:00:00,SXB,2015-3-5 0:00:00,2009-1-23 0:00:00,,,Red,,,,,Y,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Cuculiformes,Cuculidae,,,,,BG;CDF;CWH;ICH;PP,Swamp;Riparian Forest;Riparian Shrub;Hedgerow;Shrub - Natural;Deciduous/Broadleaf Forest;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,Y,
81,Coccyzus erythropthalmus,,Black-billed Cuckoo,,B-BBCU,ABNRB02010,G5,2016-4-7 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Cuculiformes,Cuculidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
82,Antrostomus arizonae,Caprimulgus arizonae;Caprimulgus vociferus,Mexican Whip-poor-will,,B-MEWP,ABNTA07071,GNR,,SNA,2012-10-11 0:00:00,2012-10-11 0:00:00,,,Accidental,,,,,,Y,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Caprimulgiformes,Caprimulgidae,,,,,,,Native,Accidental/Nonregular,N,,,N,
83,Antrostomus vociferus,Caprimulgus vociferus,Whip-poor-will,,B-WPWI,ABNTA07070,G5,2016-4-6 0:00:00,SNA,2015-3-5 0:00:00,2002-2-18 0:00:00,T (Apr 2009),,Accidental,,,,,,Y,1-T (Feb 2011),Accidental in BC.,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Caprimulgiformes,Caprimulgidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
84,Chordeiles acutipennis,,Lesser Nighthawk,,B-LENH,ABNTA02010,G5,1996-12-2 0:00:00,SNA,2014-5-9 0:00:00,2014-5-9 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Caprimulgiformes,Caprimulgidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
85,Chordeiles minor,,Common Nighthawk,,B-CONI,ABNTA02020,G5,2016-4-7 0:00:00,S4B,2015-3-5 0:00:00,2005-11-29 0:00:00,SC (May 2018),,Yellow,,,,,,Y,1-T (Feb 2010),,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Caprimulgiformes,Caprimulgidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,Bog;Fen;Swamp;Marsh;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Cliff;Rock/Sparsely Vegetated Rock;Talus;Meadow;Grassland;Sagebrush Steppe;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - ,Native,Regularly occurring,Y,,N,N,
86,Phalaenoptilus nuttallii,,Common Poorwill,,B-COPO,ABNTA04010,G5,2016-4-9 0:00:00,S4?B,2015-3-5 0:00:00,2015-4-23 0:00:00,DD (May 1993),,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Caprimulgiformes,Caprimulgidae,,,,,,Meadow;Grassland;Sagebrush Steppe;Conifer Forest - Dry;Antelope-brush Steppe,Native,Regularly occurring,Y,,N,N,
87,Aeronautes saxatalis,,White-throated Swift,,B-WTSW,ABNUA06010,G5,2016-4-6 0:00:00,S3S4B,2015-3-5 0:00:00,2015-4-20 0:00:00,,,Blue,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Apodiformes,Apodidae,DAB;DCC;DCH;DCK;DCS;DHW;DKA;DKL;DMH;DOS,2;3;4;5;8,CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;OSRD;FVRD,,BAFA;BG;CMA;CWH;ESSF;ICH;IDF;IMA;MH;MS;PP;SBPS;SBS,Stream/River;Lake;Cliff;Rock/Sparsely Vegetated Rock;Talus,Native,Regularly occurring,Y,,N,W,There are old EOs from when we were tracking this species in the past. Whether we track this species fully in the future will depend on priority. 
88,Chaetura vauxi,,Vaux's Swift,,B-VASW,ABNUA03020,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,2015-4-21 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Apodiformes,Apodidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DHW;DKA;DKL;DKM;DMH;DNC;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;OSRD;FVRD,,BG;BWBS;CDF;CMA;CWH;ESSF;ICH;IDF;IMA;MH;MS;PP;SBPS;SBS,Bog;Fen;Swamp;Marsh;Riparian Forest;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Sagebrush Steppe;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (d,Native,Regularly occurring,Y,,N,N,
